frames,episode,reward,loss,epsilon
142000,118,-17.3,0.000743606,0.018709127
143000,118,-17.3,0.000679594,0.018423608
144000,119,-17.8,0.002505505,0.01814745
145000,119,-17.8,0.002075793,0.017880344
146000,119,-17.8,0.001573073,0.017621996
147000,119,-17.8,0.001508264,0.017372117
148000,120,-16.4,0.001944053,0.01713043
149000,120,-16.4,0.001874932,0.016896667
150000,121,-16.2,0.003037072,0.016670568
151000,121,-16.2,0.002213607,0.01645188
152000,121,-16.2,0.000759289,0.016240363
153000,122,-16.2,0.000902016,0.016035779
154000,122,-16.2,0.000680979,0.015837903
155000,122,-16.2,0.001017002,0.015646514
156000,122,-16.2,0.00110404,0.015461399
157000,123,-15.3,0.000761556,0.015282353
158000,123,-15.3,0.00237747,0.015109177
159000,123,-15.3,0.002595085,0.014941678
160000,124,-14.7,0.002198836,0.01477967
161000,124,-14.7,0.002065143,0.014622974
162000,124,-14.7,0.001943686,0.014471415
163000,125,-13.9,0.002996847,0.014324825
164000,125,-13.9,0.004153536,0.01418304
165000,125,-13.9,0.001869054,0.014045904
166000,126,-12.7,0.002038219,0.013913263
167000,126,-12.7,0.002010118,0.013784971
168000,126,-12.7,0.001137319,0.013660885
169000,126,-12.7,0.001574092,0.013540867
170000,127,-11.8,0.002285551,0.013424784
171000,127,-11.8,0.001568126,0.013312506
172000,127,-11.8,0.002147742,0.013203909
173000,127,-11.8,0.00140533,0.013098872
174000,128,-9.4,0.000746077,0.012997279
175000,128,-9.4,0.00168782,0.012899017
176000,129,-6.6,0.000829437,0.012803976
177000,129,-6.6,0.001320412,0.01271205
178000,130,-7.7,0.000957688,0.012623139
179000,130,-7.7,0.002120735,0.012537142
180000,130,-7.7,0.001467408,0.012453965
181000,131,-7.8,0.000967602,0.012373514
182000,131,-7.8,0.00159783,0.012295701
183000,132,-7.6,0.001524432,0.012220439
184000,132,-7.6,0.000674058,0.012147644
185000,132,-7.6,0.001100935,0.012077236
186000,132,-7.6,0.001166879,0.012009136
187000,133,-6.3,0.001434589,0.011943269
188000,133,-6.3,0.0012705,0.011879561
189000,133,-6.3,0.002162618,0.011817942
190000,134,-6.5,0.000649898,0.011758343
191000,134,-6.5,0.00410107,0.011700697
192000,134,-6.5,0.001248124,0.011644942
193000,135,-4.9,0.001016598,0.011591014
194000,135,-4.9,0.001372285,0.011538854
195000,136,-2.9,0.001539049,0.011488405
196000,136,-2.9,0.001314028,0.011439609
197000,137,0.2,0.000733816,0.011392413
198000,137,0.2,0.001705117,0.011346764
199000,137,0.2,0.000748252,0.011302612
200000,138,-0.1,0.000626875,0.011259907
201000,138,-0.1,0.000713404,0.011218603
202000,138,-0.1,0.000510953,0.011178652
203000,138,-0.1,0.001416689,0.011140011
204000,139,-1,0.001334248,0.011102637
205000,139,-1,0.001034729,0.011066489
206000,140,1.9,0.000458523,0.011031525
207000,140,1.9,0.000594572,0.010997708
208000,141,5.7,0.00096257,0.010964999
209000,141,5.7,0.000331197,0.010933362
210000,142,9.3,0.000423126,0.010902763
211000,142,9.3,0.00044414,0.010873167
212000,143,9.7,0.000682136,0.010844541
213000,143,9.7,0.000894658,0.010816854
214000,143,9.7,0.000895411,0.010790074
215000,144,12.4,0.000529382,0.010764173
216000,145,13.9,0.000679493,0.01073912
217000,145,13.9,0.000263126,0.010714889
218000,146,14.1,0.000236152,0.010691452
219000,146,14.1,0.000379632,0.010668783
220000,147,14,0.000950445,0.010646858
221000,147,14,0.000314477,0.010625652
222000,148,15.3,0.000324844,0.01060514
223000,148,15.3,0.000366674,0.010585301
224000,149,17.1,0.000200095,0.010566113
225000,149,17.1,0.000516688,0.010547554
226000,149,17.1,0.000446302,0.010529603
227000,150,16.7,0.001638151,0.01051224
228000,150,16.7,0.000423807,0.010495447
229000,151,16.8,0.000976122,0.010479204
230000,151,16.8,0.000539381,0.010463494
231000,152,16.4,0.000447072,0.010448299
232000,152,16.4,0.000610855,0.010433602
233000,153,17.5,0.000855395,0.010419387
234000,153,17.5,0.000909692,0.010405638
235000,154,17.6,0.001197979,0.010392339
236000,154,17.6,0.000430757,0.010379477
237000,155,17,0.000476898,0.010367036
238000,155,17,0.000252994,0.010355003
239000,156,16.6,0.000540909,0.010343365
240000,156,16.6,0.000458738,0.010332108
241000,157,16.6,0.000435757,0.01032122
242000,157,16.6,0.00053453,0.010310689
243000,158,17.1,0.001019813,0.010300504
244000,158,17.1,0.000331415,0.010290652
245000,159,16.5,0.001635312,0.010281123
246000,159,16.5,0.000572706,0.010271907
247000,160,17.4,0.000387426,0.010262993
248000,160,17.4,0.00062849,0.010254371
249000,161,17.2,0.000568181,0.010246032
250000,161,17.2,0.00049418,0.010237966
251000,162,17.3,0.000387709,0.010230164
252000,162,17.3,0.001263258,0.010222619
253000,162,17.3,0.000735964,0.01021532
254000,163,16.1,0.001186468,0.010208261
255000,163,16.1,0.00085634,0.010201434
256000,164,16.3,0.000255257,0.01019483
257000,164,16.3,0.000393856,0.010188443
258000,165,16.5,0.00031181,0.010182265
259000,165,16.5,0.00027568,0.010176289
260000,166,16.8,0.000307159,0.01017051
261000,166,16.8,0.000398168,0.01016492
262000,167,16.6,0.000173368,0.010159513
263000,167,16.6,0.000405574,0.010154284
264000,168,16.5,0.000287473,0.010149226
265000,168,16.5,0.000716479,0.010144334
266000,168,16.5,0.000479555,0.010139602
267000,169,16.4,0.000636575,0.010135025
268000,169,16.4,0.000305023,0.010130598
269000,169,16.4,0.000541017,0.010126317
270000,170,15.4,0.001223822,0.010122176
271000,170,15.4,0.000395808,0.01011817
272000,171,15,0.000993794,0.010114296
273000,171,15,0.000706887,0.010110549
274000,172,15,0.000611468,0.010106925
275000,172,15,0.002161612,0.01010342
276000,172,15,0.001195936,0.010100029
277000,172,15,0.001059505,0.01009675
278000,173,14.1,0.000501771,0.010093578
279000,173,14.1,0.000494048,0.01009051
280000,174,14,0.001069758,0.010087543
281000,175,14.5,0.001361072,0.010084673
282000,175,14.5,0.000835733,0.010081897
283000,175,14.5,0.000254069,0.010079212
284000,176,14.1,0.000718109,0.010076615
285000,176,14.1,0.000416271,0.010074103
286000,177,14.4,0.001641912,0.010071674
287000,177,14.4,0.000264181,0.010069324
288000,178,14.3,0.000320537,0.010067051
289000,178,14.3,0.000427694,0.010064853
290000,178,14.3,0.000848459,0.010062727
291000,179,14,0.000356197,0.010060671
292000,179,14,0.000403427,0.010058682
293000,179,14,0.000175114,0.010056758
294000,180,14.6,0.000247968,0.010054897
295000,181,15.2,0.000347075,0.010053097
296000,181,15.2,0.000284365,0.010051357
297000,182,15.4,0.00033375,0.010049673
298000,182,15.4,0.006132252,0.010048044
299000,183,17.2,0.000507238,0.010046469
300000,183,17.2,0.00078671,0.010044946
301000,184,17.1,0.000385117,0.010043472
302000,184,17.1,0.000229671,0.010042047
303000,185,16.8,0.000359197,0.010040669
304000,185,16.8,0.000372212,0.010039335
305000,186,17.3,0.000407047,0.010038046
306000,186,17.3,0.000342786,0.010036799
307000,187,17.3,0.000425612,0.010035592
308000,188,17.5,0.000461818,0.010034425
309000,188,17.5,0.001365744,0.010033297
310000,188,17.5,0.000538781,0.010032205
311000,189,17.3,0.000175264,0.010031149
312000,189,17.3,0.000338392,0.010030128
313000,190,17.7,0.000647255,0.01002914
314000,190,17.7,0.001081904,0.010028185
315000,191,17.2,0.000400351,0.010027261
316000,191,17.2,0.000786883,0.010026367
317000,192,16.9,0.000285745,0.010025503
318000,192,16.9,0.000273663,0.010024667
319000,193,17.1,0.00036258,0.010023858
320000,193,17.1,0.000477544,0.010023076
321000,194,17.2,0.000530146,0.010022319
322000,194,17.2,0.000365927,0.010021588
323000,195,17.3,0.001747854,0.01002088
324000,195,17.3,0.000271602,0.010020196
325000,196,17.2,0.001273299,0.010019533
326000,196,17.2,0.000167696,0.010018893
327000,197,17.3,0.000356601,0.010018274
328000,197,17.3,0.00013512,0.010017675
329000,198,17.3,0.000404751,0.010017095
330000,199,18.4,0.000266311,0.010016535
331000,199,18.4,0.000328227,0.010015993
332000,200,18.7,0.000155711,0.010015468
333000,200,18.7,0.000231904,0.010014961
334000,201,19.1,0.00015516,0.010014471
335000,201,19.1,0.00023933,0.010013996
336000,201,19.1,0.000319253,0.010013537
337000,202,18.5,0.000619644,0.010013094
338000,202,18.5,0.0004328,0.010012664
339000,203,18.4,0.000482822,0.010012249
340000,203,18.4,0.000653995,0.010011848
341000,204,18.6,0.000274952,0.010011459
342000,204,18.6,0.000294787,0.010011084
343000,205,18.5,0.000357999,0.01001072
344000,205,18.5,0.000569252,0.010010369
345000,206,18.3,0.000372604,0.010010029
346000,206,18.3,0.000269218,0.0100097
347000,207,18.3,0.000888909,0.010009382
348000,207,18.3,0.000616253,0.010009074
349000,208,17.7,0.000441316,0.010008777
350000,208,17.7,0.000441307,0.010008489
351000,209,17.7,0.000207237,0.010008211
352000,209,17.7,0.000565489,0.010007942
353000,210,17.7,0.00015347,0.010007681
354000,210,17.7,0.000318052,0.01000743
355000,211,17.7,0.00025221,0.010007186
356000,211,17.7,0.000555119,0.01000695
357000,212,18.6,0.000265945,0.010006723
358000,212,18.6,0.000222511,0.010006502
359000,213,18.3,0.000463805,0.010006289
360000,213,18.3,0.000531137,0.010006083
361000,213,18.3,0.000215009,0.010005883
362000,214,17.6,0.000302275,0.01000569
363000,214,17.6,0.000419428,0.010005504
364000,214,17.6,0.000325702,0.010005323
365000,215,16.8,0.000685439,0.010005149
366000,215,16.8,0.000503051,0.01000498
367000,216,17.1,0.000739476,0.010004817
368000,216,17.1,0.000361709,0.010004659
369000,217,17,0.000382092,0.010004506
370000,217,17,0.000304108,0.010004358
371000,218,17.7,0.000441025,0.010004216
372000,219,17.8,0.000314476,0.010004077
373000,219,17.8,0.000719593,0.010003944
374000,219,17.8,0.000622272,0.010003814
375000,220,17.4,0.000405375,0.010003689
376000,220,17.4,0.001361877,0.010003568
377000,221,17.3,0.000176462,0.010003451
378000,221,17.3,0.000143509,0.010003338
379000,222,17.3,0.0009736,0.010003229
380000,222,17.3,0.00026854,0.010003123
381000,223,17.4,0.000465991,0.010003021
382000,223,17.4,0.000610678,0.010002922
383000,223,17.4,0.000389732,0.010002826
384000,223,17.4,0.000893179,0.010002733
385000,224,16.8,0.000484243,0.010002644
386000,224,16.8,0.00034516,0.010002557
387000,225,17.4,0.000277902,0.010002473
388000,225,17.4,0.000544493,0.010002392
389000,225,17.4,0.000339706,0.010002314
390000,225,17.4,0.000498054,0.010002238
391000,226,15.8,0.000994846,0.010002164
392000,226,15.8,0.000258997,0.010002093
393000,227,15.6,0.000300803,0.010002025
394000,227,15.6,0.000348038,0.010001958
395000,227,15.6,0.000577461,0.010001894
396000,228,12.5,0.000452683,0.010001832
397000,228,12.5,0.000974443,0.010001772
398000,228,12.5,0.000723168,0.010001714
399000,229,11.8,0.000369804,0.010001658
400000,229,11.8,0.000375302,0.010001603
401000,230,12.4,0.000269023,0.010001551
402000,231,12.6,0.000232349,0.0100015
403000,231,12.6,0.000277125,0.010001451
404000,232,8.5,0.001000716,0.010001403
405000,232,8.5,0.00039567,0.010001357
406000,233,8.6,0.000257963,0.010001313
407000,233,8.6,0.000500928,0.01000127
408000,234,9.8,0.000576527,0.010001228
409000,234,9.8,0.000201259,0.010001188
410000,235,10.1,0.000321496,0.010001149
411000,235,10.1,0.000398089,0.010001111
412000,236,11.1,0.00030447,0.010001075
413000,236,11.1,0.000400759,0.01000104
414000,237,11.2,0.000232423,0.010001005
415000,237,11.2,0.000159873,0.010000973
416000,238,14.1,0.000316386,0.010000941
417000,238,14.1,0.000893292,0.01000091
418000,238,14.1,0.004988466,0.01000088
419000,239,14,0.000192427,0.010000851
420000,239,14,0.000577589,0.010000823
421000,240,14,0.000230863,0.010000796
422000,240,14,0.00035095,0.01000077
423000,240,14,0.000271451,0.010000745
424000,241,12.5,0.000391918,0.01000072
425000,241,12.5,0.000940409,0.010000697
426000,241,12.5,0.000472362,0.010000674
427000,241,12.5,0.00043284,0.010000652
428000,242,15.6,0.000504152,0.010000631
429000,243,15.9,0.000286035,0.01000061
430000,243,15.9,0.000347153,0.01000059
431000,244,15.8,0.000148155,0.010000571
432000,244,15.8,0.000330133,0.010000552
433000,245,15.8,0.000473731,0.010000534
434000,245,15.8,0.000411642,0.010000516
435000,246,16.2,0.000514658,0.010000499
436000,246,16.2,0.000468668,0.010000483
437000,246,16.2,0.000549626,0.010000467
438000,247,15.6,0.000366173,0.010000452
439000,248,15.7,0.000347504,0.010000437
440000,248,15.7,0.000140952,0.010000423
441000,249,16.4,0.000334555,0.010000409
442000,249,16.4,0.000278642,0.010000395
443000,249,16.4,0.000159612,0.010000382
444000,250,15.4,0.000370443,0.01000037
445000,250,15.4,0.00056142,0.010000358
446000,251,16.6,0.000483631,0.010000346
447000,251,16.6,0.000224159,0.010000335
448000,252,17.6,0.000342286,0.010000324
449000,252,17.6,0.000457772,0.010000313
450000,252,17.6,0.00022845,0.010000303
451000,253,16.6,0.000443867,0.010000293
452000,253,16.6,0.000345803,0.010000283
453000,254,16.6,0.000576082,0.010000274
454000,254,16.6,0.000223751,0.010000265
455000,255,16.7,0.000703132,0.010000256
456000,255,16.7,0.000334333,0.010000248
457000,256,16.6,0.000285031,0.01000024
458000,256,16.6,0.000725943,0.010000232
459000,257,17,0.000703744,0.010000224
460000,257,17,0.000416475,0.010000217
461000,258,17.1,0.000307167,0.01000021
462000,258,17.1,0.000238954,0.010000203
463000,259,17.2,0.000149664,0.010000196
464000,260,18.1,0.000199718,0.01000019
465000,260,18.1,0.000206723,0.010000184
466000,261,18.2,0.000130013,0.010000178
467000,261,18.2,0.000168276,0.010000172
468000,262,18.2,0.000116685,0.010000166
469000,262,18.2,0.000145029,0.010000161
470000,263,19.2,9.02E-05,0.010000155
471000,263,19.2,6.38E-05,0.01000015
472000,264,19.3,6.86E-05,0.010000145
473000,264,19.3,6.16E-05,0.010000141
474000,265,19.3,0.000148115,0.010000136
475000,265,19.3,0.00011176,0.010000132
476000,266,19.3,0.000970018,0.010000127
477000,266,19.3,0.000464096,0.010000123
478000,266,19.3,0.000232819,0.010000119
479000,267,18.6,0.000363692,0.010000115
480000,267,18.6,0.000377412,0.010000111
481000,268,18.5,0.000216169,0.010000108
482000,268,18.5,0.001858722,0.010000104
483000,269,18.5,0.000426635,0.010000101
484000,269,18.5,0.0002208,0.010000098
485000,270,18.4,0.0001893,0.010000094
486000,271,18.6,0.000152009,0.010000091
487000,271,18.6,0.00036049,0.010000088
488000,271,18.6,0.002955239,0.010000085
489000,272,18.4,0.000226653,0.010000083
490000,272,18.4,0.000344709,0.01000008
491000,273,18.2,0.000580013,0.010000077
492000,273,18.2,0.0001241,0.010000075
493000,275,13.9,0.000276164,0.010000072
494000,275,13.9,0.000497535,0.01000007
495000,276,13.8,0.000111198,0.010000068
496000,276,13.8,0.000225165,0.010000065
497000,277,14.7,0.000417796,0.010000063
498000,277,14.7,0.000407218,0.010000061
499000,277,14.7,0.00029817,0.010000059
500000,278,14.7,0.000471206,0.010000057
501000,279,10.6,0.000127978,0.010000055
502000,280,10.8,0.000106144,0.010000054
503000,280,10.8,0.000239074,0.010000052
504000,281,10.4,0.000248076,0.01000005
505000,281,10.4,0.000168423,0.010000048
506000,282,10.6,0.000410528,0.010000047
507000,282,10.6,0.000286257,0.010000045
508000,282,10.6,0.000173316,0.010000044
509000,283,10.2,0.001038254,0.010000042
510000,283,10.2,0.000206123,0.010000041
511000,284,9.2,0.000588451,0.01000004
512000,284,9.2,0.000288593,0.010000038
513000,285,13.2,0.000306668,0.010000037
514000,285,13.2,0.00032511,0.010000036
515000,286,13.7,0.000236035,0.010000035
516000,286,13.7,0.000235769,0.010000034
517000,287,13.8,0.00067533,0.010000032
518000,287,13.8,0.000158915,0.010000031
519000,288,13.8,0.000121283,0.01000003
520000,289,17.9,0.000117104,0.010000029
521000,289,17.9,0.000192449,0.010000028
522000,289,17.9,0.000289518,0.010000027
523000,290,17.4,0.000142076,0.010000027
524000,291,17.7,0.000432567,0.010000026
525000,291,17.7,0.000222641,0.010000025
526000,292,17.4,0.000154688,0.010000024
527000,292,17.4,0.000173025,0.010000023
528000,293,18,0.000184049,0.010000022
529000,293,18,0.000229242,0.010000022
530000,293,18,0.000536709,0.010000021
531000,294,17.3,0.000353105,0.01000002
532000,294,17.3,0.000199879,0.01000002
533000,295,17.2,0.001208453,0.010000019
534000,295,17.2,0.00013131,0.010000018
535000,296,17.1,0.000386418,0.010000018
536000,296,17.1,0.000180256,0.010000017
537000,297,17.1,0.00019596,0.010000017
538000,298,17.2,0.00029509,0.010000016
539000,298,17.2,0.001253757,0.010000016
540000,298,17.2,0.000359112,0.010000015
541000,299,16,0.000221044,0.010000015
542000,299,16,0.000421379,0.010000014
543000,300,16.4,0.000555974,0.010000014
544000,300,16.4,0.000255696,0.010000013
545000,301,16.3,0.000129132,0.010000013
546000,301,16.3,0.000386637,0.010000012
547000,302,16.6,0.000783572,0.010000012
548000,302,16.6,0.000229121,0.010000012
549000,303,16.5,0.000491534,0.010000011
550000,303,16.5,0.000784458,0.010000011
551000,304,18.4,0.000620713,0.01000001
552000,305,18.4,0.000150427,0.01000001
553000,305,18.4,9.86E-05,0.01000001
554000,306,18.3,0.000746748,0.010000009
555000,306,18.3,7.24E-05,0.010000009
556000,307,18.4,0.000153778,0.010000009
557000,307,18.4,0.000214648,0.010000009
558000,307,18.4,0.000127383,0.010000008
559000,308,17.2,0.000179827,0.010000008
560000,308,17.2,0.000185708,0.010000008
561000,309,18.4,0.000162612,0.010000007
562000,310,18.5,0.000243121,0.010000007
563000,310,18.5,0.00018768,0.010000007
564000,311,18.5,0.000879392,0.010000007
565000,311,18.5,0.000303458,0.010000007
566000,311,18.5,0.00035345,0.010000006
567000,312,17.9,0.000257929,0.010000006
568000,312,17.9,0.00014267,0.010000006
569000,313,17.8,0.000207629,0.010000006
570000,313,17.8,0.000371069,0.010000006
571000,314,17.9,0.0002474,0.010000005
572000,314,17.9,0.000242176,0.010000005
573000,315,18.1,0.000286151,0.010000005
574000,316,18.1,0.0001172,0.010000005
575000,316,18.1,0.000168833,0.010000005
576000,317,17.8,0.00046115,0.010000005
577000,317,17.8,0.0001591,0.010000004
578000,318,19.1,0.000161524,0.010000004
579000,318,19.1,0.000240898,0.010000004
580000,319,18.8,0.000161479,0.010000004
581000,319,18.8,9.15E-05,0.010000004
582000,320,18.6,0.000209339,0.010000004
583000,320,18.6,0.000253623,0.010000004
584000,321,18.5,0.000136362,0.010000003
585000,321,18.5,0.00013459,0.010000003
586000,322,19.1,0.000124362,0.010000003
587000,322,19.1,0.000246424,0.010000003
588000,323,19.3,6.48E-05,0.010000003
589000,324,19.3,8.88E-05,0.010000003
590000,324,19.3,0.000218814,0.010000003
591000,325,19.4,0.000354762,0.010000003
592000,325,19.4,0.000535625,0.010000003
593000,326,19.6,0.00012222,0.010000003
594000,326,19.6,0.000150386,0.010000002
595000,327,19.8,0.000360544,0.010000002
596000,327,19.8,8.15E-05,0.010000002
597000,328,19.8,6.08E-05,0.010000002
598000,329,20.2,7.44E-05,0.010000002
599000,329,20.2,5.08E-05,0.010000002
600000,330,20.2,0.000150099,0.010000002
601000,330,20.2,0.000792987,0.010000002
602000,331,20.1,0.000457825,0.010000002
603000,331,20.1,0.000209976,0.010000002
604000,332,20.1,0.000327615,0.010000002
605000,332,20.1,9.65E-05,0.010000002
606000,333,20,0.000231655,0.010000002
607000,333,20,0.000406323,0.010000002
608000,334,19.6,0.000290488,0.010000002
609000,334,19.6,0.000489707,0.010000002
610000,335,19.6,0.00019988,0.010000001
611000,335,19.6,0.000177154,0.010000001
612000,336,19.4,0.00036674,0.010000001
613000,336,19.4,0.00012499,0.010000001
614000,337,19.4,0.000319815,0.010000001
615000,337,19.4,0.00014191,0.010000001
616000,338,19.4,0.000222503,0.010000001
617000,338,19.4,0.000176373,0.010000001
618000,339,18.6,0.000215627,0.010000001
619000,339,18.6,0.000478306,0.010000001
620000,340,18.3,0.000491232,0.010000001
621000,340,18.3,0.000538318,0.010000001
622000,341,18.6,0.000196996,0.010000001
623000,341,18.6,0.000270658,0.010000001
624000,342,18.7,0.0003744,0.010000001
625000,343,18.8,0.000493353,0.010000001
626000,343,18.8,0.000179277,0.010000001
627000,344,19.1,0.000133745,0.010000001
628000,344,19.1,0.000209333,0.010000001
629000,345,19,6.93E-05,0.010000001
630000,345,19,6.97E-05,0.010000001
631000,346,19.1,0.000237343,0.010000001
632000,347,19,6.73E-05,0.010000001
633000,347,19,0.000509481,0.010000001
634000,348,18.8,0.000176305,0.010000001
635000,348,18.8,0.000249436,0.010000001
636000,349,19.4,0.00015837,0.010000001
637000,349,19.4,0.00011261,0.010000001
638000,350,19.9,6.93E-05,0.010000001
639000,351,19.9,0.000169041,0.010000001
640000,351,19.9,0.000122652,0.010000001
641000,352,19.9,0.000198605,0.010000001
642000,352,19.9,5.24E-05,0.010000001
643000,353,19.9,3.86E-05,0.01
644000,354,19.9,7.29E-05,0.01
645000,354,19.9,5.44E-05,0.01
646000,355,19.9,8.02E-05,0.01
647000,355,19.9,8.15E-05,0.01
648000,356,19.8,0.00014921,0.01
649000,356,19.8,0.000269219,0.01
650000,357,19.8,7.94E-05,0.01
651000,357,19.8,5.19E-05,0.01
652000,358,19.9,0.000112177,0.01
653000,359,20,5.99E-05,0.01
654000,359,20,9.87E-05,0.01
655000,360,19.9,0.001172644,0.01
656000,360,19.9,0.000238118,0.01
657000,361,19.7,0.000144127,0.01
658000,361,19.7,0.000354986,0.01
659000,362,19.5,9.26E-05,0.01
660000,362,19.5,9.85E-05,0.01
661000,363,19.4,0.000150809,0.01
