frames,episode,reward,loss,epsilon
662000,364,19.4,0.000181315,0.01
663000,364,19.4,0.000175944,0.01
664000,365,19.4,0.00017831,0.01
665000,365,19.4,0.000215247,0.01
666000,366,19.5,0.000207438,0.01
667000,366,19.5,0.001458616,0.01
668000,367,19.4,7.23E-05,0.01
669000,368,19.4,0.00011379,0.01
670000,368,19.4,0.000176097,0.01
671000,369,19.4,0.000103934,0.01
672000,369,19.4,7.21E-05,0.01
673000,370,19.4,0.00016644,0.01
674000,370,19.4,0.000545672,0.01
675000,371,19.4,0.000173822,0.01
676000,371,19.4,0.000169345,0.01
677000,372,19.2,0.000224375,0.01
678000,372,19.2,0.000217691,0.01
679000,373,19.2,0.001456957,0.01
680000,373,19.2,0.001091561,0.01
681000,374,19.2,0.00059655,0.01
682000,374,19.2,0.000810121,0.01
683000,375,19,0.000132556,0.01
684000,375,19,0.000147585,0.01
685000,376,18.9,0.000395676,0.01
686000,376,18.9,0.000179674,0.01
687000,377,18.8,0.00031349,0.01
688000,377,18.8,0.000329894,0.01
689000,378,18.6,0.002079516,0.01
690000,378,18.6,0.000116249,0.01
691000,379,18.6,0.000200565,0.01
692000,380,18.6,0.000217597,0.01
693000,380,18.6,0.000195642,0.01
694000,381,18.8,0.000145548,0.01
695000,381,18.8,0.000103331,0.01
696000,382,19.1,0.000276702,0.01
697000,382,19.1,7.07E-05,0.01
698000,383,18.8,0.000462373,0.01
699000,383,18.8,0.00012198,0.01
700000,384,18.7,8.88E-05,0.01
701000,385,19,6.21E-05,0.01
702000,385,19,0.000129616,0.01
703000,386,19.2,0.000143645,0.01
704000,386,19.2,7.75E-05,0.01
705000,387,19.4,7.37E-05,0.01
706000,388,19.7,6.57E-05,0.01
707000,388,19.7,0.000111907,0.01
708000,389,19.6,5.04E-05,0.01
709000,389,19.6,9.41E-05,0.01
710000,390,19.6,8.14E-05,0.01
711000,390,19.6,0.000159629,0.01
712000,391,19.2,0.000171072,0.01
713000,391,19.2,6.46E-05,0.01
714000,392,19.3,0.000125185,0.01
715000,392,19.3,0.000292939,0.01
716000,393,19.5,6.73E-05,0.01
717000,394,19.6,0.00040226,0.01
718000,394,19.6,0.000343446,0.01
719000,395,19.4,6.93E-05,0.01
720000,395,19.4,0.001403426,0.01
721000,396,18.9,0.000307513,0.01
722000,396,18.9,0.000238358,0.01
723000,397,18.9,0.00063882,0.01
724000,397,18.9,0.001494438,0.01
725000,398,18.8,0.000931821,0.01
726000,398,18.8,0.000649536,0.01
727000,399,18.9,8.10E-05,0.01
728000,400,19,0.000276967,0.01
729000,400,19,0.000160662,0.01
730000,400,19,0.000206583,0.01
731000,401,19,0.000135882,0.01
732000,402,18.9,6.68E-05,0.01
733000,402,18.9,0.00035415,0.01
734000,403,19.1,0.000177298,0.01
735000,403,19.1,0.000428492,0.01
736000,404,19,0.000120538,0.01
737000,404,19,0.00022636,0.01
738000,405,19,0.000471374,0.01
739000,405,19,0.000131702,0.01
740000,406,19.4,9.59E-05,0.01
741000,407,19.6,9.82E-05,0.01
742000,407,19.6,6.65E-05,0.01
743000,408,19.5,0.000136222,0.01
744000,408,19.5,0.000405545,0.01
745000,409,19.5,0.000104007,0.01
746000,410,19.5,7.81E-05,0.01
747000,410,19.5,0.000140406,0.01
748000,411,19.5,0.000181024,0.01
749000,411,19.5,0.000122617,0.01
750000,412,19.6,0.00115281,0.01
751000,412,19.6,0.000132082,0.01
752000,413,19.1,0.000199871,0.01
753000,413,19.1,0.000179359,0.01
754000,414,19.2,0.000247108,0.01
755000,414,19.2,0.000181746,0.01
756000,414,19.2,8.14E-05,0.01
757000,415,19.1,0.000109569,0.01
758000,415,19.1,9.01E-05,0.01
759000,416,19.2,0.000142955,0.01
760000,417,19,9.13E-05,0.01
761000,417,19,0.000203508,0.01
762000,418,19.1,5.80E-05,0.01
763000,418,19.1,7.76E-05,0.01
764000,419,19.2,0.000160913,0.01
765000,420,19.2,8.52E-05,0.01
766000,420,19.2,8.87E-05,0.01
767000,421,19.7,0.000233057,0.01
768000,421,19.7,7.79E-05,0.01
769000,422,19.5,0.000102399,0.01
770000,423,20.1,7.01E-05,0.01
771000,423,20.1,6.32E-05,0.01
772000,424,20.1,8.58E-05,0.01
773000,424,20.1,0.000366922,0.01
774000,424,20.1,0.000101692,0.01
775000,425,19.9,0.000128417,0.01
776000,426,19.8,0.001077636,0.01
777000,426,19.8,6.94E-05,0.01
778000,427,19.9,0.000447585,0.01
779000,427,19.9,9.75E-05,0.01
780000,428,20,8.68E-05,0.01
781000,429,19.8,0.00012621,0.01
782000,429,19.8,9.50E-05,0.01
783000,429,19.8,6.45E-05,0.01
784000,430,19.3,9.35E-05,0.01
785000,431,19.2,0.00017548,0.01
786000,431,19.2,0.000169507,0.01
787000,432,19.2,0.000434528,0.01
788000,432,19.2,9.49E-05,0.01
789000,433,19.2,5.78E-05,0.01
790000,433,19.2,9.62E-05,0.01
791000,434,19.2,6.32E-05,0.01
792000,435,19.7,0.000105178,0.01
793000,435,19.7,7.22E-05,0.01
794000,436,19.7,6.04E-05,0.01
795000,436,19.7,5.14E-05,0.01
796000,437,19.5,0.000720073,0.01
797000,437,19.5,5.78E-05,0.01
798000,438,19.4,0.000210161,0.01
799000,438,19.4,0.000578825,0.01
800000,439,18.7,0.000361302,0.01
801000,439,18.7,0.000783761,0.01
802000,439,18.7,0.000377843,0.01
803000,440,18.4,0.000329927,0.01
804000,440,18.4,0.000574209,0.01
805000,441,17.9,0.000764277,0.01
806000,441,17.9,0.000393025,0.01
807000,442,17.9,0.000272559,0.01
808000,442,17.9,0.000128454,0.01
809000,443,17.9,0.000314521,0.01
810000,443,17.9,0.000175557,0.01
811000,444,17.9,0.000257378,0.01
812000,445,17.7,0.00130851,0.01
813000,445,17.7,0.00014008,0.01
814000,446,17.4,0.000326187,0.01
815000,446,17.4,0.000394635,0.01
816000,446,17.4,0.000186633,0.01
817000,447,17.2,0.000166392,0.01
818000,448,17.2,0.000154847,0.01
819000,448,17.2,0.000263362,0.01
820000,449,17.6,0.000287138,0.01
821000,449,17.6,0.000195137,0.01
822000,450,18.3,0.000119657,0.01
823000,450,18.3,8.28E-05,0.01
824000,451,18.6,0.000450872,0.01
825000,451,18.6,0.0001219,0.01
826000,452,18.6,0.000154279,0.01
827000,452,18.6,0.000184662,0.01
828000,453,18.5,0.000402184,0.01
829000,454,18.4,0.000136783,0.01
830000,454,18.4,0.000237903,0.01
831000,455,18.4,0.000373464,0.01
832000,455,18.4,0.000147819,0.01
833000,456,18.7,0.000140692,0.01
834000,456,18.7,0.000148606,0.01
835000,457,19,0.004062369,0.01
836000,457,19,0.000296735,0.01
837000,458,18.9,0.000264137,0.01
838000,458,18.9,0.000430064,0.01
839000,459,19.3,0.000366877,0.01
840000,459,19.3,0.000141375,0.01
841000,460,19.3,0.000190623,0.01
842000,460,19.3,0.000362007,0.01
843000,461,19.6,3.87E-05,0.01
844000,462,19.8,0.000134902,0.01
845000,462,19.8,7.64E-05,0.01
846000,463,19.8,0.000726264,0.01
847000,463,19.8,0.000189601,0.01
848000,464,19.9,8.59E-05,0.01
849000,464,19.9,6.52E-05,0.01
850000,465,20.1,0.000208822,0.01
851000,466,20.1,8.66E-05,0.01
852000,466,20.1,0.000297562,0.01
853000,467,20.1,7.84E-05,0.01
854000,467,20.1,6.17E-05,0.01
855000,468,20.2,0.000453714,0.01
856000,468,20.2,6.32E-05,0.01
857000,469,20.2,0.000161246,0.01
858000,470,20.3,6.47E-05,0.01
859000,470,20.3,0.000105625,0.01
860000,471,20.2,0.000561465,0.01
861000,471,20.2,0.000187192,0.01
862000,472,20.2,0.000131484,0.01
863000,472,20.2,8.43E-05,0.01
864000,473,20.3,7.66E-05,0.01
865000,474,20.3,0.000100456,0.01
866000,474,20.3,6.36E-05,0.01
867000,474,20.3,0.000203634,0.01
868000,475,19.4,0.000381042,0.01
869000,475,19.4,0.000318229,0.01
870000,476,19.4,0.000302796,0.01
871000,476,19.4,0.000464009,0.01
872000,477,19.5,6.70E-05,0.01
873000,477,19.5,0.000528212,0.01
874000,478,19.4,0.000236962,0.01
875000,479,19.5,0.000359879,0.01
876000,479,19.5,0.000176033,0.01
877000,480,19.4,0.000117559,0.01
878000,480,19.4,8.17E-05,0.01
879000,481,19.3,0.000275186,0.01
880000,482,19.3,0.000186049,0.01
881000,482,19.3,0.000152982,0.01
882000,482,19.3,0.000110693,0.01
883000,483,18.9,0.000100509,0.01
884000,484,19,0.000153581,0.01
885000,484,19,7.43E-05,0.01
886000,485,19.8,8.50E-05,0.01
887000,485,19.8,0.000180651,0.01
888000,486,19.6,0.000101117,0.01
889000,486,19.6,8.06E-05,0.01
890000,487,19.6,0.000756626,0.01
891000,488,19.7,0.001784649,0.01
892000,488,19.7,0.000155028,0.01
893000,489,19.5,9.35E-05,0.01
894000,489,19.5,8.91E-05,0.01
895000,490,19.6,6.39E-05,0.01
896000,491,19.7,8.62E-05,0.01
897000,491,19.7,8.37E-05,0.01
898000,492,19.5,0.000118838,0.01
899000,492,19.5,7.93E-05,0.01
900000,493,19.8,0.000115629,0.01
901000,493,19.8,0.000108256,0.01
902000,494,19.5,0.000105362,0.01
903000,494,19.5,0.000104396,0.01
904000,495,19.6,5.60E-05,0.01
905000,496,19.8,0.00036262,0.01
906000,496,19.8,0.000118518,0.01
907000,497,19.5,0.000148871,0.01
908000,497,19.5,8.27E-05,0.01
909000,498,19.5,0.000174814,0.01
910000,498,19.5,9.79E-05,0.01
911000,499,19.6,0.000121647,0.01
912000,499,19.6,0.000152188,0.01
913000,500,19.4,7.67E-05,0.01
914000,500,19.4,0.000772126,0.01
915000,501,19.3,0.000172305,0.01
916000,502,19.3,0.000107048,0.01
917000,502,19.3,0.000232229,0.01
918000,503,19.2,6.43E-05,0.01
919000,503,19.2,0.000417543,0.01
920000,504,19.3,0.000106813,0.01
921000,504,19.3,0.000148651,0.01
922000,505,19.2,0.000441925,0.01
923000,505,19.2,0.00014316,0.01
924000,506,19,0.000127114,0.01
925000,506,19,0.000109702,0.01
926000,507,19.1,0.00025169,0.01
927000,507,19.1,0.000105808,0.01
928000,508,19,0.000287096,0.01
929000,509,18.9,0.000241207,0.01
930000,509,18.9,0.000132163,0.01
931000,510,19,0.000175217,0.01
932000,510,19,0.000141865,0.01
933000,511,18.9,0.000281084,0.01
934000,511,18.9,0.000318514,0.01
935000,512,19,0.000237244,0.01
936000,512,19,7.11E-05,0.01
937000,513,19.2,0.000110696,0.01
938000,513,19.2,0.000176832,0.01
939000,514,19.1,0.000570772,0.01
940000,515,19.2,0.000110696,0.01
941000,515,19.2,0.000126709,0.01
942000,516,19.2,0.000142332,0.01
943000,516,19.2,6.95E-05,0.01
944000,517,19.4,0.000364384,0.01
945000,517,19.4,0.000738009,0.01
946000,518,19.5,0.000258807,0.01
947000,518,19.5,0.000619236,0.01
948000,519,19.4,0.000151881,0.01
949000,519,19.4,0.00040031,0.01
950000,520,19.4,0.000335422,0.01
951000,520,19.4,0.000206061,0.01
952000,521,19.5,7.21E-05,0.01
953000,522,19.6,5.63E-05,0.01
954000,522,19.6,0.000284878,0.01
955000,523,19.6,0.000156336,0.01
956000,523,19.6,0.000353011,0.01
957000,524,19.8,0.000331467,0.01
958000,524,19.8,0.000106435,0.01
959000,525,19.7,7.84E-05,0.01
960000,525,19.7,0.001456319,0.01
961000,526,19.9,0.000221342,0.01
962000,526,19.9,0.000104856,0.01
963000,527,19.6,0.000211695,0.01
964000,528,19.6,0.000140751,0.01
965000,528,19.6,0.000180745,0.01
966000,529,19,0.000109082,0.01
967000,529,19,0.000293341,0.01
968000,530,19.1,0.000124586,0.01
969000,530,19.1,0.000228173,0.01
970000,531,19,0.000180646,0.01
971000,531,19,0.000140242,0.01
972000,532,18.8,0.000680682,0.01
973000,532,18.8,0.000224093,0.01
974000,533,18.8,0.000131437,0.01
975000,533,18.8,0.000122277,0.01
976000,534,18.8,6.91E-05,0.01
977000,535,18.9,0.000174625,0.01
978000,535,18.9,8.66E-05,0.01
979000,536,18.9,0.0001116,0.01
980000,536,18.9,0.000120412,0.01
981000,537,19.1,9.35E-05,0.01
982000,537,19.1,0.000112866,0.01
983000,538,17.7,0.000306451,0.01
984000,538,17.7,0.000480918,0.01
985000,538,17.7,0.00014514,0.01
986000,539,18,0.00010652,0.01
987000,540,18,0.000197557,0.01
988000,540,18,0.000160433,0.01
989000,541,18.3,0.000112439,0.01
990000,541,18.3,0.000178736,0.01
991000,542,18.4,0.000983538,0.01
992000,542,18.4,0.000192493,0.01
993000,543,18.3,0.000128475,0.01
994000,543,18.3,0.000593041,0.01
995000,544,17.9,0.000146884,0.01
996000,544,17.9,0.00062841,0.01
997000,545,17.6,0.000224222,0.01
998000,546,17.7,0.000413891,0.01
999000,546,17.7,0.00065173,0.01
1000000,547,17.8,0.000156547,0.01
1001000,547,17.8,0.000108637,0.01
1002000,547,17.8,0.000221139,0.01
1003000,548,18.8,0.000174643,0.01
1004000,548,18.8,0.000185589,0.01
1005000,549,19,0.000179765,0.01
1006000,549,19,0.000130329,0.01
1007000,550,18.9,0.000138808,0.01
1008000,551,18.9,0.000988963,0.01
1009000,551,18.9,0.000298739,0.01
1010000,552,18.9,0.000158916,0.01
1011000,552,18.9,0.000395637,0.01
1012000,553,18.8,0.000377738,0.01
1013000,553,18.8,0.000408164,0.01
1014000,554,19.2,0.000190884,0.01
1015000,554,19.2,0.000163617,0.01
1016000,555,19.2,0.000184253,0.01
1017000,555,19.2,0.000115613,0.01
1018000,556,18.1,8.81E-05,0.01
1019000,556,18.1,7.72E-05,0.01
1020000,557,18.1,0.000198237,0.01
1021000,557,18.1,0.000157045,0.01
1022000,558,18.3,0.000114138,0.01
1023000,558,18.3,7.27E-05,0.01
1024000,559,18.6,0.000104167,0.01
1025000,559,18.6,9.05E-05,0.01
1026000,560,18.7,0.00016239,0.01
1027000,560,18.7,0.000111676,0.01
1028000,561,18.6,0.000118158,0.01
1029000,562,18.6,0.0001497,0.01
1030000,562,18.6,0.000123713,0.01
1031000,563,18.7,0.00013096,0.01
1032000,563,18.7,5.82E-05,0.01
1033000,564,18.6,0.00011397,0.01
1034000,564,18.6,5.93E-05,0.01
1035000,565,18.8,0.000105224,0.01
1036000,566,19.8,7.75E-05,0.01
1037000,566,19.8,8.75E-05,0.01
1038000,567,19.7,0.000121761,0.01
1039000,567,19.7,7.78E-05,0.01
1040000,568,20,8.19E-05,0.01
1041000,568,20,0.000250602,0.01
1042000,569,20.1,0.000120275,0.01
1043000,570,19.9,5.73E-05,0.01
1044000,570,19.9,5.27E-05,0.01
1045000,571,19.9,0.00012007,0.01
1046000,571,19.9,0.000149216,0.01
1047000,572,19.7,0.000112015,0.01
1048000,572,19.7,8.92E-05,0.01
1049000,573,19.6,0.000160328,0.01
1050000,573,19.6,7.82E-05,0.01
1051000,574,19.7,8.49E-05,0.01
1052000,574,19.7,7.83E-05,0.01
1053000,575,19.7,6.36E-05,0.01
1054000,576,19.7,0.000215554,0.01
1055000,576,19.7,0.000214435,0.01
1056000,576,19.7,0.000535502,0.01
1057000,577,19.1,0.000335555,0.01
1058000,577,19.1,0.000709704,0.01
1059000,578,19,0.000240808,0.01
1060000,578,19,0.000766088,0.01
1061000,578,19,0.000579841,0.01
1062000,578,19,0.000286388,0.01
1063000,578,19,0.000583903,0.01
1064000,579,17,0.000250076,0.01
1065000,579,17,0.000309061,0.01
1066000,580,16.7,0.000212425,0.01
1067000,580,16.7,0.000171229,0.01
1068000,581,16.5,0.000211856,0.01
1069000,581,16.5,0.000230815,0.01
1070000,582,16.7,0.000155279,0.01
1071000,582,16.7,0.00119112,0.01
1072000,583,16.7,0.000110285,0.01
1073000,583,16.7,0.000117339,0.01
1074000,584,16.4,0.000159522,0.01
1075000,585,16.4,0.000165954,0.01
1076000,585,16.4,0.000244483,0.01
1077000,586,16.5,0.000194116,0.01
1078000,586,16.5,0.00029562,0.01
1079000,587,17.3,0.000153138,0.01
1080000,587,17.3,8.17E-05,0.01
1081000,588,17.3,0.000102448,0.01
1082000,588,17.3,0.000118065,0.01
1083000,589,19.2,0.000260768,0.01
1084000,589,19.2,0.000158132,0.01
1085000,590,19.5,0.000324153,0.01
1086000,590,19.5,0.000174661,0.01
1087000,591,19.6,0.000245555,0.01
1088000,591,19.6,6.15E-05,0.01
1089000,592,19.3,0.001117128,0.01
1090000,592,19.3,0.00013805,0.01
1091000,593,19.4,9.01E-05,0.01
1092000,594,19.7,8.19E-05,0.01
1093000,594,19.7,0.000113985,0.01
1094000,595,19.6,5.11E-05,0.01
1095000,595,19.6,0.000198376,0.01
1096000,596,19.3,0.0003815,0.01
1097000,596,19.3,0.000148284,0.01
1098000,597,19.3,0.000184419,0.01
1099000,597,19.3,9.92E-05,0.01
1100000,598,19.4,0.000109362,0.01
1101000,598,19.4,0.000173257,0.01
1102000,599,19.5,8.86E-05,0.01
1103000,599,19.5,0.000410536,0.01
1104000,600,19,0.00057492,0.01
1105000,600,19,0.000131518,0.01
1106000,601,19,0.000125065,0.01
1107000,601,19,0.000187397,0.01
1108000,602,19.2,0.001060576,0.01
1109000,602,19.2,0.000389248,0.01
1110000,603,19.3,0.00015078,0.01
1111000,603,19.3,0.000140747,0.01
1112000,604,19.4,0.000351352,0.01
1113000,604,19.4,0.000109348,0.01
1114000,605,19.5,0.000111458,0.01
1115000,605,19.5,0.000116177,0.01
1116000,606,19.4,8.95E-05,0.01
1117000,607,19.3,7.69E-05,0.01
1118000,607,19.3,0.000133281,0.01
1119000,608,19.2,0.000180194,0.01
1120000,608,19.2,9.96E-05,0.01
1121000,609,18.9,0.000185949,0.01
1122000,609,18.9,7.40E-05,0.01
1123000,610,19.5,0.000456782,0.01
1124000,610,19.5,0.000264113,0.01
1125000,611,19.6,0.000104704,0.01
1126000,612,19.8,5.35E-05,0.01
1127000,612,19.8,5.28E-05,0.01
1128000,613,19.7,0.000231563,0.01
1129000,613,19.7,6.35E-05,0.01
1130000,614,19.5,0.000124006,0.01
1131000,614,19.5,0.000371379,0.01
1132000,615,19.2,0.000136397,0.01
1133000,615,19.2,0.000180451,0.01
1134000,616,19.4,0.000712124,0.01
1135000,616,19.4,0.000382154,0.01
1136000,617,19.3,0.000156719,0.01
1137000,617,19.3,0.000233137,0.01
1138000,618,19.3,0.000158667,0.01
1139000,618,19.3,0.000345667,0.01
1140000,619,19.4,0.00017873,0.01
1141000,620,19.5,0.000150067,0.01
1142000,620,19.5,0.00012593,0.01
1143000,621,19.4,9.36E-05,0.01
1144000,621,19.4,0.000145167,0.01
1145000,622,19.3,8.08E-05,0.01
1146000,622,19.3,7.07E-05,0.01
1147000,623,19.3,0.000118981,0.01
1148000,623,19.3,0.000212579,0.01
1149000,624,19.3,0.00020752,0.01
1150000,624,19.3,0.000152794,0.01
1151000,625,19.6,0.000144405,0.01
1152000,625,19.6,0.000162172,0.01
1153000,626,19.5,8.65E-05,0.01
1154000,626,19.5,0.000165937,0.01
1155000,627,19.5,0.000129805,0.01
1156000,628,19.5,0.000123176,0.01
1157000,628,19.5,6.79E-05,0.01
1158000,629,19.6,7.52E-05,0.01
1159000,629,19.6,0.000491072,0.01
1160000,630,19.5,0.000114335,0.01
1161000,630,19.5,3.75E-05,0.01
1162000,631,19.3,0.000195746,0.01
1163000,631,19.3,0.000226787,0.01
1164000,632,19.3,0.000117324,0.01
1165000,632,19.3,5.71E-05,0.01
1166000,633,19.2,0.000396656,0.01
1167000,633,19.2,8.85E-05,0.01
1168000,634,19.2,0.000631443,0.01
1169000,634,19.2,9.37E-05,0.01
1170000,635,19,0.0003494,0.01
1171000,635,19,0.000101866,0.01
1172000,636,19.2,8.77E-05,0.01
1173000,637,19.2,0.000103478,0.01
1174000,637,19.2,0.000140955,0.01
1175000,638,19.3,0.000109069,0.01
1176000,638,19.3,0.000147994,0.01
1177000,639,19.4,0.000134518,0.01
1178000,639,19.4,0.000120467,0.01
1179000,640,19.3,0.000257319,0.01
1180000,640,19.3,5.40E-05,0.01
1181000,641,19.5,8.52E-05,0.01
1182000,641,19.5,0.000107689,0.01
1183000,642,19.5,7.62E-05,0.01
1184000,643,19.5,9.51E-05,0.01
1185000,643,19.5,0.000117056,0.01
1186000,644,19.5,0.000127823,0.01
1187000,644,19.5,0.000128077,0.01
1188000,645,19.7,0.001161507,0.01
1189000,645,19.7,0.000138104,0.01
1190000,646,19.5,0.000182081,0.01
1191000,646,19.5,5.50E-05,0.01
1192000,647,19.6,0.000162166,0.01
1193000,647,19.6,0.00020848,0.01
1194000,648,19.5,9.60E-05,0.01
1195000,649,19.4,8.81E-05,0.01
1196000,649,19.4,0.000976297,0.01
1197000,650,19.5,0.00014471,0.01
1198000,650,19.5,0.000119279,0.01
1199000,651,19.7,0.000130434,0.01
1200000,651,19.7,7.63E-05,0.01
1201000,652,19.8,8.45E-05,0.01
1202000,653,19.9,0.000818647,0.01
1203000,653,19.9,4.55E-05,0.01
1204000,654,20.1,0.000873188,0.01
1205000,654,20.1,6.13E-05,0.01
1206000,655,20.1,5.29E-05,0.01
1207000,655,20.1,5.86E-05,0.01
1208000,656,19.9,0.000188243,0.01
1209000,656,19.9,0.000110548,0.01
1210000,657,19.9,0.00022198,0.01
1211000,657,19.9,9.70E-05,0.01
1212000,658,19.7,0.000175952,0.01
1213000,658,19.7,0.000130212,0.01
1214000,659,19.8,8.93E-05,0.01
1215000,659,19.8,0.000219775,0.01
1216000,660,19.8,0.00017118,0.01
1217000,660,19.8,7.01E-05,0.01
1218000,661,19.6,9.94E-05,0.01
1219000,662,19.5,0.000112536,0.01
1220000,662,19.5,0.000117537,0.01
1221000,663,19.5,0.000183207,0.01
1222000,663,19.5,7.93E-05,0.01
1223000,664,19.5,9.32E-05,0.01
1224000,664,19.5,3.93E-05,0.01
1225000,665,19.5,0.0001134,0.01
1226000,666,19.8,8.55E-05,0.01
1227000,666,19.8,4.73E-05,0.01
1228000,667,19.9,0.000139985,0.01
1229000,667,19.9,0.000223357,0.01
1230000,668,20.1,0.000108888,0.01
1231000,668,20.1,8.05E-05,0.01
1232000,669,19.7,0.000196505,0.01
1233000,669,19.7,0.000144526,0.01
1234000,670,19.6,9.30E-05,0.01
1235000,670,19.6,9.87E-05,0.01
1236000,671,19.8,0.000480692,0.01
1237000,671,19.8,0.000196465,0.01
1238000,672,19.8,0.000132551,0.01
1239000,672,19.8,0.000113497,0.01
1240000,673,19.9,5.32E-05,0.01
1241000,674,19.9,0.000106034,0.01
1242000,674,19.9,6.50E-05,0.01
1243000,675,19.6,9.26E-05,0.01
1244000,675,19.6,6.47E-05,0.01
1245000,676,19.6,4.21E-05,0.01
1246000,676,19.6,7.33E-05,0.01
1247000,677,19.6,0.00017007,0.01
1248000,677,19.6,7.11E-05,0.01
1249000,678,19.4,0.000117445,0.01
1250000,678,19.4,6.61E-05,0.01
1251000,679,19.7,6.33E-05,0.01
1252000,679,19.7,0.000227343,0.01
1253000,680,19.6,0.000661383,0.01
1254000,680,19.6,0.000167906,0.01
1255000,680,19.6,0.000402167,0.01
1256000,681,18.9,0.000328268,0.01
1257000,681,18.9,0.000166714,0.01
1258000,682,18.9,0.00024073,0.01
1259000,682,18.9,0.000157009,0.01
1260000,683,18.8,0.001320587,0.01
1261000,683,18.8,0.000184438,0.01
1262000,684,18.4,0.000187276,0.01
1263000,684,18.4,0.000675531,0.01
1264000,685,18.5,0.000830068,0.01
1265000,685,18.5,0.000190492,0.01
1266000,686,18.4,0.000396517,0.01
1267000,686,18.4,0.000276081,0.01
1268000,687,18.4,9.78E-05,0.01
1269000,687,18.4,0.000180546,0.01
1270000,688,18.1,0.000107136,0.01
1271000,688,18.1,0.000245491,0.01
1272000,689,18.1,0.000319666,0.01
1273000,689,18.1,0.000192155,0.01
1274000,689,18.1,0.000329647,0.01
1275000,690,18,0.000207545,0.01
1276000,690,18,0.000167375,0.01
1277000,691,18.6,0.006219532,0.01
1278000,691,18.6,0.000357332,0.01
1279000,692,18.7,0.000849905,0.01
1280000,692,18.7,0.000127898,0.01
1281000,693,18.6,0.000143439,0.01
1282000,693,18.6,0.000210462,0.01
1283000,694,18.9,0.000200232,0.01
1284000,694,18.9,7.10E-05,0.01
1285000,695,19.1,0.000105957,0.01
1286000,695,19.1,0.000102727,0.01
1287000,696,19.3,8.82E-05,0.01
1288000,697,19.2,0.000167153,0.01
1289000,697,19.2,5.82E-05,0.01
1290000,697,19.2,0.000203056,0.01
1291000,698,19.4,0.000222949,0.01
1292000,699,19.4,7.21E-05,0.01
1293000,699,19.4,0.000225509,0.01
1294000,700,19.2,9.97E-05,0.01
1295000,700,19.2,0.000101795,0.01
1296000,701,19.3,0.000139912,0.01
1297000,701,19.3,0.000108427,0.01
1298000,702,19.2,0.00010057,0.01
1299000,702,19.2,0.000113804,0.01
1300000,703,19.3,0.000130959,0.01
1301000,703,19.3,0.00011239,0.01
1302000,704,19.2,5.85E-05,0.01
1303000,704,19.2,9.99E-05,0.01
1304000,705,19.3,0.004117942,0.01
1305000,706,19.2,0.000517056,0.01
1306000,706,19.2,6.60E-05,0.01
1307000,706,19.2,0.001492597,0.01
1308000,706,19.2,0.000429765,0.01
1309000,707,17.9,0.00014324,0.01
1310000,707,17.9,0.000223307,0.01
1311000,708,18.3,0.000300615,0.01
1312000,708,18.3,0.00039499,0.01
1313000,709,17.9,0.000248533,0.01
1314000,709,17.9,0.00010545,0.01
1315000,709,17.9,0.000326259,0.01
1316000,709,17.9,0.00018181,0.01
1317000,709,17.9,0.000207637,0.01
1318000,709,17.9,0.000485501,0.01
1319000,710,16.5,9.37E-05,0.01
1320000,711,16.5,0.000166192,0.01
1321000,711,16.5,0.000472369,0.01
1322000,712,16.5,0.000565915,0.01
1323000,712,16.5,6.81E-05,0.01
1324000,713,16.4,0.000151656,0.01
1325000,713,16.4,0.000322481,0.01
1326000,714,16.4,7.87E-05,0.01
1327000,714,16.4,6.29E-05,0.01
1328000,715,16.2,0.002073515,0.01
1329000,715,16.2,0.000224502,0.01
1330000,716,16.3,0.000121807,0.01
1331000,716,16.3,9.36E-05,0.01
1332000,717,17.6,7.99E-05,0.01
1333000,717,17.6,9.75E-05,0.01
1334000,718,17.4,0.000322359,0.01
1335000,718,17.4,0.000214369,0.01
1336000,719,17.8,0.000531161,0.01
1337000,719,17.8,9.25E-05,0.01
1338000,720,19.7,0.000372114,0.01
1339000,720,19.7,5.37E-05,0.01
1340000,720,19.7,0.000165244,0.01
1341000,721,18.9,0.000229502,0.01
1342000,721,18.9,0.00028995,0.01
1343000,722,18.9,0.000357618,0.01
1344000,723,19.1,0.000121571,0.01
1345000,723,19.1,0.000119156,0.01
1346000,724,19.3,0.000717848,0.01
1347000,724,19.3,0.000171687,0.01
1348000,725,19,0.000191244,0.01
1349000,725,19,9.62E-05,0.01
1350000,726,19.1,0.000116266,0.01
1351000,726,19.1,0.000190719,0.01
1352000,727,19.1,0.000236831,0.01
1353000,727,19.1,9.00E-05,0.01
1354000,728,19.2,0.000305065,0.01
1355000,728,19.2,0.000112449,0.01
1356000,729,19.3,6.66E-05,0.01
1357000,729,19.3,0.000269183,0.01
1358000,730,19.2,0.000208523,0.01
1359000,730,19.2,0.000173232,0.01
1360000,731,19.9,0.000155034,0.01
1361000,731,19.9,0.000197456,0.01
1362000,732,19.9,0.000138576,0.01
1363000,732,19.9,0.000183621,0.01
1364000,733,19.9,0.00134874,0.01
1365000,733,19.9,0.000105724,0.01
1366000,734,19.9,9.27E-05,0.01
1367000,734,19.9,6.48E-05,0.01
1368000,735,20.4,7.01E-05,0.01
1369000,735,20.4,8.63E-05,0.01
1370000,736,20.4,0.0001493,0.01
1371000,736,20.4,0.000124221,0.01
1372000,737,20.1,0.000170784,0.01
1373000,737,20.1,0.000120484,0.01
